('49280', (('11', '1.5', '1231676352'), 'Fantasy'))
('49280', (('251794', '1.0', '1284527937'), 'Thriller'))
('49280', (('252573', '2.5', '1165987799'), 'Fantasy'))
('49280', (('252573', '2.5', '1165987799'), 'Action'))
('49280', (('252573', '2.5', '1165987799'), 'Thriller'))
('49280', (('252792', '3.5', '1233852744'), 'Fantasy'))
('49280', (('252792', '3.5', '1233852744'), 'Action'))
('49280', (('252792', '3.5', '1233852744'), 'Thriller'))
('5589', (('252867', '4.5', '1161935216'), 'Music'))
('5589', (('252867', '4.5', '1161935216'), 'Comedy'))
('5589', (('252867', '4.5', '1161935216'), 'Family'))
('49280', (('252960', '4.5', '1246223300'), 'Fantasy'))
('49280', (('252960', '4.5', '1246223300'), 'Action'))
('49280', (('252960', '4.5', '1246223300'), 'Thriller'))
('49280', (('253115', '3.0', '1473645564'), 'Fantasy'))
('49280', (('253115', '3.0', '1473645564'), 'Action'))
('49280', (('253115', '3.0', '1473645564'), 'Thriller'))
('49280', (('253630', '2.5', '1259254820'), 'Fantasy'))
('49280', (('253630', '2.5', '1259254820'), 'Action'))
('49280', (('253630', '2.5', '1259254820'), 'Thriller'))
('5589', (('253650', '3.5', '1205779207'), 'Music'))
('5589', (('253650', '3.5', '1205779207'), 'Comedy'))
('5589', (('253650', '3.5', '1205779207'), 'Family'))
('49280', (('253702', '2.0', '1206919892'), 'Fantasy'))
('49280', (('253702', '2.0', '1206919892'), 'Action'))
('49280', (('253702', '2.0', '1206919892'), 'Thriller'))
('49280', (('253704', '0.5', '1180054936'), 'Fantasy'))
('49280', (('253704', '0.5', '1180054936'), 'Action'))
('49280', (('253704', '0.5', '1180054936'), 'Thriller'))
('49280', (('254341', '4.0', '1206494649'), 'Fantasy'))
('49280', (('254341', '4.0', '1206494649'), 'Action'))
('49280', (('254341', '4.0', '1206494649'), 'Thriller'))
('5589', (('254528', '2.5', '1072078797'), 'Music'))
('5589', (('254528', '2.5', '1072078797'), 'Comedy'))
('5589', (('254528', '2.5', '1072078797'), 'Family'))
('49280', (('254605', '4.5', '1461421741'), 'Fantasy'))
('49280', (('254605', '4.5', '1461421741'), 'Action'))
('49280', (('254605', '4.5', '1461421741'), 'Thriller'))
('49280', (('254618', '3.0', '1500372262'), 'Fantasy'))
('49280', (('254618', '3.0', '1500372262'), 'Action'))
('49280', (('254618', '3.0', '1500372262'), 'Thriller'))
('49280', (('254977', '4.5', '1165438498'), 'Fantasy'))
('49280', (('254977', '4.5', '1165438498'), 'Action'))
('49280', (('254977', '4.5', '1165438498'), 'Thriller'))
('5589', (('255249', '5.0', '1037804526'), 'Music'))
('5589', (('255249', '5.0', '1037804526'), 'Comedy'))
('5589', (('255249', '5.0', '1037804526'), 'Family'))
('49280', (('255585', '0.5', '1168039998'), 'Fantasy'))
('49280', (('255585', '0.5', '1168039998'), 'Action'))
('49280', (('255585', '0.5', '1168039998'), 'Thriller'))
('49280', (('255904', '2.5', '1175031187'), 'Fantasy'))
('49280', (('255904', '2.5', '1175031187'), 'Action'))
('49280', (('255904', '2.5', '1175031187'), 'Thriller'))
('5589', (('255933', '2.5', '1249362534'), 'Music'))
('5589', (('255933', '2.5', '1249362534'), 'Comedy'))
('5589', (('255933', '2.5', '1249362534'), 'Family'))
('49280', (('256690', '3.5', '1207746870'), 'Fantasy'))
('49280', (('256690', '3.5', '1207746870'), 'Action'))
('49280', (('256690', '3.5', '1207746870'), 'Thriller'))
('49280', (('257115', '4.5', '1220114292'), 'Fantasy'))
('49280', (('257115', '4.5', '1220114292'), 'Action'))
('49280', (('257115', '4.5', '1220114292'), 'Thriller'))
('49280', (('257158', '3.5', '1181047880'), 'Fantasy'))
('49280', (('257158', '3.5', '1181047880'), 'Action'))
('49280', (('257158', '3.5', '1181047880'), 'Thriller'))
('49280', (('257160', '4.5', '1401947601'), 'Fantasy'))
('49280', (('257160', '4.5', '1401947601'), 'Action'))
('49280', (('257160', '4.5', '1401947601'), 'Thriller'))
('49280', (('257893', '4.0', '1211475012'), 'Fantasy'))
('49280', (('257893', '4.0', '1211475012'), 'Action'))
('49280', (('257893', '4.0', '1211475012'), 'Thriller'))
('5589', (('257993', '1.5', '1486251031'), 'Music'))
('5589', (('257993', '1.5', '1486251031'), 'Comedy'))
('5589', (('257993', '1.5', '1486251031'), 'Family'))
('5589', (('258181', '3.5', '1112718917'), 'Music'))
('5589', (('258181', '3.5', '1112718917'), 'Comedy'))
('5589', (('258181', '3.5', '1112718917'), 'Family'))
('49280', (('258253', '2.5', '1486760676'), 'Fantasy'))
('49280', (('258253', '2.5', '1486760676'), 'Action'))
('49280', (('258253', '2.5', '1486760676'), 'Thriller'))
('49280', (('258507', '3.0', '1254399017'), 'Fantasy'))
('49280', (('258507', '3.0', '1254399017'), 'Action'))
('49280', (('258507', '3.0', '1254399017'), 'Thriller'))
('49280', (('258804', '4.0', '1180980236'), 'Fantasy'))
('49280', (('258804', '4.0', '1180980236'), 'Action'))
('49280', (('258804', '4.0', '1180980236'), 'Thriller'))
('49280', (('259717', '4.0', '1183256770'), 'Fantasy'))
('49280', (('259717', '4.0', '1183256770'), 'Action'))
('49280', (('259717', '4.0', '1183256770'), 'Thriller'))
('49280', (('260138', '4.0', '1277057565'), 'Fantasy'))
('49280', (('260138', '4.0', '1277057565'), 'Action'))
('49280', (('260138', '4.0', '1277057565'), 'Thriller'))
('49280', (('260396', '5.0', '1244612613'), 'Fantasy'))
('49280', (('260396', '5.0', '1244612613'), 'Action'))
('49280', (('260396', '5.0', '1244612613'), 'Thriller'))
('49280', (('261032', '3.0', '1476814311'), 'Fantasy'))
('49280', (('261032', '3.0', '1476814311'), 'Action'))
('49280', (('261032', '3.0', '1476814311'), 'Thriller'))
('5589', (('261690', '4.0', '1077758362'), 'Music'))
('5589', (('261690', '4.0', '1077758362'), 'Comedy'))
('5589', (('261690', '4.0', '1077758362'), 'Family'))
('5589', (('262079', '4.0', '1032134286'), 'Music'))
('5589', (('262079', '4.0', '1032134286'), 'Comedy'))
('5589', (('262079', '4.0', '1032134286'), 'Family'))
('49280', (('262481', '3.0', '1347698521'), 'Fantasy'))
('49280', (('262481', '3.0', '1347698521'), 'Action'))
('49280', (('262481', '3.0', '1347698521'), 'Thriller'))
('49280', (('262565', '4.0', '1401451527'), 'Fantasy'))
('49280', (('262565', '4.0', '1401451527'), 'Action'))
('49280', (('262565', '4.0', '1401451527'), 'Thriller'))
('5589', (('262770', '2.0', '1061015522'), 'Music'))
('5589', (('262770', '2.0', '1061015522'), 'Comedy'))
('5589', (('262770', '2.0', '1061015522'), 'Family'))
('5589', (('263809', '3.5', '1461371365'), 'Music'))
('5589', (('263809', '3.5', '1461371365'), 'Comedy'))
('5589', (('263809', '3.5', '1461371365'), 'Family'))
('5589', (('263907', '3.0', '1036226502'), 'Music'))
('5589', (('263907', '3.0', '1036226502'), 'Comedy'))
('5589', (('263907', '3.0', '1036226502'), 'Family'))
('5589', (('263911', '3.0', '1112728581'), 'Music'))
('5589', (('263911', '3.0', '1112728581'), 'Comedy'))
('5589', (('263911', '3.0', '1112728581'), 'Family'))
('5589', (('264862', '3.5', '1056915944'), 'Music'))
('5589', (('264862', '3.5', '1056915944'), 'Comedy'))
('5589', (('264862', '3.5', '1056915944'), 'Family'))
('5589', (('264959', '3.5', '1165104262'), 'Music'))
('5589', (('264959', '3.5', '1165104262'), 'Comedy'))
('5589', (('264959', '3.5', '1165104262'), 'Family'))
('49280', (('265595', '3.5', '1180314133'), 'Fantasy'))
('49280', (('265595', '3.5', '1180314133'), 'Action'))
('49280', (('265595', '3.5', '1180314133'), 'Thriller'))
('49280', (('265926', '3.5', '1296743255'), 'Fantasy'))
('49280', (('265926', '3.5', '1296743255'), 'Action'))
('49280', (('265926', '3.5', '1296743255'), 'Thriller'))
('5589', (('266061', '2.0', '1043785020'), 'Music'))
('5589', (('266061', '2.0', '1043785020'), 'Comedy'))
('5589', (('266061', '2.0', '1043785020'), 'Family'))
('5589', (('266783', '2.5', '1065473809'), 'Music'))
('5589', (('266783', '2.5', '1065473809'), 'Comedy'))
('5589', (('266783', '2.5', '1065473809'), 'Family'))
('49280', (('266783', '4.0', '1165713282'), 'Fantasy'))
('49280', (('266783', '4.0', '1165713282'), 'Action'))
('49280', (('266783', '4.0', '1165713282'), 'Thriller'))
('49280', (('266853', '3.5', '1166500134'), 'Fantasy'))
('49280', (('266853', '3.5', '1166500134'), 'Action'))
('49280', (('266853', '3.5', '1166500134'), 'Thriller'))
('49280', (('267064', '3.5', '1169492254'), 'Fantasy'))
('49280', (('267064', '3.5', '1169492254'), 'Action'))
('49280', (('267064', '3.5', '1169492254'), 'Thriller'))
('49280', (('267217', '3.5', '1182465040'), 'Fantasy'))
('49280', (('267217', '3.5', '1182465040'), 'Action'))
('49280', (('267217', '3.5', '1182465040'), 'Thriller'))
('49280', (('267240', '3.5', '1278345622'), 'Fantasy'))
('49280', (('267240', '3.5', '1278345622'), 'Action'))
('49280', (('267240', '3.5', '1278345622'), 'Thriller'))
('49280', (('267733', '2.0', '1439353187'), 'Fantasy'))
('49280', (('267733', '2.0', '1439353187'), 'Action'))
('49280', (('267733', '2.0', '1439353187'), 'Thriller'))
('5589', (('267772', '3.0', '1038335631'), 'Music'))
('5589', (('267772', '3.0', '1038335631'), 'Comedy'))
('5589', (('267772', '3.0', '1038335631'), 'Family'))
('5589', (('268239', '4.0', '1488995560'), 'Music'))
('5589', (('268239', '4.0', '1488995560'), 'Comedy'))
('5589', (('268239', '4.0', '1488995560'), 'Family'))
('49280', (('268783', '4.0', '1500154136'), 'Fantasy'))
('49280', (('268783', '4.0', '1500154136'), 'Action'))
('49280', (('268783', '4.0', '1500154136'), 'Thriller'))
('5589', (('268791', '2.5', '1137372428'), 'Music'))
('5589', (('268791', '2.5', '1137372428'), 'Comedy'))
('5589', (('268791', '2.5', '1137372428'), 'Family'))
('49280', (('269279', '3.5', '1185498395'), 'Fantasy'))
('49280', (('269279', '3.5', '1185498395'), 'Action'))
('49280', (('269279', '3.5', '1185498395'), 'Thriller'))
('49280', (('269294', '3.5', '1274547748'), 'Fantasy'))
('49280', (('269294', '3.5', '1274547748'), 'Action'))
('49280', (('269294', '3.5', '1274547748'), 'Thriller'))
('5589', (('269333', '4.5', '1361857379'), 'Music'))
('5589', (('269333', '4.5', '1361857379'), 'Comedy'))
('5589', (('269333', '4.5', '1361857379'), 'Family'))
('111109', (('269593', '0.5', '1471835519'), 'Drama'))
('5589', (('270123', '2.0', '1436135322'), 'Music'))
('5589', (('270123', '2.0', '1436135322'), 'Comedy'))
('5589', (('270123', '2.0', '1436135322'), 'Family'))
('49280', (('270123', '4.0', '1436135488'), 'Fantasy'))
('49280', (('270123', '4.0', '1436135488'), 'Action'))
('49280', (('270123', '4.0', '1436135488'), 'Thriller'))
('49280', (('270209', '3.0', '1170446186'), 'Fantasy'))
('49280', (('270209', '3.0', '1170446186'), 'Action'))
('49280', (('270209', '3.0', '1170446186'), 'Thriller'))
('5589', (('270213', '3.5', '1070442996'), 'Music'))
('5589', (('270213', '3.5', '1070442996'), 'Comedy'))
('5589', (('270213', '3.5', '1070442996'), 'Family'))
('49280', (('270564', '3.5', '1188216805'), 'Fantasy'))
('49280', (('270564', '3.5', '1188216805'), 'Action'))
('49280', (('270564', '3.5', '1188216805'), 'Thriller'))
